VCCNo,PollingPlaceLong,Tabulator,District,Office,CandidateName,Votes
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1391-191-B,6,Mayor,TIMOTHY M. KELLER,88
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1391-191-B,6,Mayor,DAN LEWIS,20
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1391-191-B,7,Mayor,TIMOTHY M. KELLER,5
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1391-191-B,7,Mayor,DAN LEWIS,1
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1391-191-B,8,Mayor,TIMOTHY M. KELLER,2
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1391-191-B,8,Mayor,DAN LEWIS,0
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1391-191-B,9,Mayor,TIMOTHY M. KELLER,2
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1391-191-B,9,Mayor,DAN LEWIS,2
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,1,Mayor,TIMOTHY M. KELLER,0
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,1,Mayor,DAN LEWIS,2
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,2,Mayor,TIMOTHY M. KELLER,10
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,2,Mayor,DAN LEWIS,0
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,3,Mayor,TIMOTHY M. KELLER,0
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,3,Mayor,DAN LEWIS,2
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,4,Mayor,TIMOTHY M. KELLER,0
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,4,Mayor,DAN LEWIS,1
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,5,Mayor,TIMOTHY M. KELLER,3
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,5,Mayor,DAN LEWIS,2
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,5,City Council District 5,CYNTHIA D. BORREGO,3
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,5,City Council District 5,ROBERT J. ARAGON,2
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,6,Mayor,TIMOTHY M. KELLER,119
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,6,Mayor,DAN LEWIS,21
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,7,Mayor,TIMOTHY M. KELLER,4
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,7,Mayor,DAN LEWIS,0
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,8,Mayor,TIMOTHY M. KELLER,5
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,8,Mayor,DAN LEWIS,1
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,9,Mayor,TIMOTHY M. KELLER,3
VCC35,WHITTIER ELEMENTARY SCHOOL,VCC-1392-192-C,9,Mayor,DAN LEWIS,2
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,1,Mayor,TIMOTHY M. KELLER,5
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,1,Mayor,DAN LEWIS,0
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,2,Mayor,TIMOTHY M. KELLER,6
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,2,Mayor,DAN LEWIS,0
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,3,Mayor,TIMOTHY M. KELLER,2
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,3,Mayor,DAN LEWIS,0
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,4,Mayor,TIMOTHY M. KELLER,24
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,4,Mayor,DAN LEWIS,27
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,5,Mayor,TIMOTHY M. KELLER,2
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,5,Mayor,DAN LEWIS,4
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,5,City Council District 5,CYNTHIA D. BORREGO,1
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,5,City Council District 5,ROBERT J. ARAGON,4
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,6,Mayor,TIMOTHY M. KELLER,2
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,6,Mayor,DAN LEWIS,1
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,7,Mayor,TIMOTHY M. KELLER,65
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,7,Mayor,DAN LEWIS,50
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,8,Mayor,TIMOTHY M. KELLER,50
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,8,Mayor,DAN LEWIS,58
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,9,Mayor,TIMOTHY M. KELLER,4
VCC36,LOS ALTOS PLAZA,VCC-1394-194-A,9,Mayor,DAN LEWIS,2
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,1,Mayor,TIMOTHY M. KELLER,2
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,1,Mayor,DAN LEWIS,2
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,2,Mayor,TIMOTHY M. KELLER,6
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,2,Mayor,DAN LEWIS,2
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,3,Mayor,TIMOTHY M. KELLER,0
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,3,Mayor,DAN LEWIS,2
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,4,Mayor,TIMOTHY M. KELLER,33
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,4,Mayor,DAN LEWIS,31
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,5,Mayor,TIMOTHY M. KELLER,3
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,5,Mayor,DAN LEWIS,0
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,5,City Council District 5,CYNTHIA D. BORREGO,2
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,5,City Council District 5,ROBERT J. ARAGON,0
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,6,Mayor,TIMOTHY M. KELLER,3
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,6,Mayor,DAN LEWIS,2
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,7,Mayor,TIMOTHY M. KELLER,59
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,7,Mayor,DAN LEWIS,56
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,8,Mayor,TIMOTHY M. KELLER,35
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,8,Mayor,DAN LEWIS,48
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,9,Mayor,TIMOTHY M. KELLER,6
VCC36,LOS ALTOS PLAZA,VCC-1395-195-B,9,Mayor,DAN LEWIS,10
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,1,Mayor,TIMOTHY M. KELLER,2
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,1,Mayor,DAN LEWIS,2
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,2,Mayor,TIMOTHY M. KELLER,0
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,2,Mayor,DAN LEWIS,1
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,3,Mayor,TIMOTHY M. KELLER,3
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,3,Mayor,DAN LEWIS,1
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,4,Mayor,TIMOTHY M. KELLER,29
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,4,Mayor,DAN LEWIS,41
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,5,Mayor,TIMOTHY M. KELLER,2
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,5,Mayor,DAN LEWIS,1
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,5,City Council District 5,CYNTHIA D. BORREGO,1
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,5,City Council District 5,ROBERT J. ARAGON,0
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,6,Mayor,TIMOTHY M. KELLER,5
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,6,Mayor,DAN LEWIS,0
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,7,Mayor,TIMOTHY M. KELLER,64
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,7,Mayor,DAN LEWIS,46
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,8,Mayor,TIMOTHY M. KELLER,47
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,8,Mayor,DAN LEWIS,47
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,9,Mayor,TIMOTHY M. KELLER,4
VCC36,LOS ALTOS PLAZA,VCC-1396-196-C,9,Mayor,DAN LEWIS,9
VCC37,DASKALOS PLAZA,VCC-1398-198-A,1,Mayor,TIMOTHY M. KELLER,13
VCC37,DASKALOS PLAZA,VCC-1398-198-A,1,Mayor,DAN LEWIS,9
VCC37,DASKALOS PLAZA,VCC-1398-198-A,2,Mayor,TIMOTHY M. KELLER,57
VCC37,DASKALOS PLAZA,VCC-1398-198-A,2,Mayor,DAN LEWIS,11
VCC37,DASKALOS PLAZA,VCC-1398-198-A,3,Mayor,TIMOTHY M. KELLER,9
VCC37,DASKALOS PLAZA,VCC-1398-198-A,3,Mayor,DAN LEWIS,9
VCC37,DASKALOS PLAZA,VCC-1398-198-A,4,Mayor,TIMOTHY M. KELLER,17
VCC37,DASKALOS PLAZA,VCC-1398-198-A,4,Mayor,DAN LEWIS,12
VCC37,DASKALOS PLAZA,VCC-1398-198-A,5,Mayor,TIMOTHY M. KELLER,6
VCC37,DASKALOS PLAZA,VCC-1398-198-A,5,Mayor,DAN LEWIS,7
VCC37,DASKALOS PLAZA,VCC-1398-198-A,5,City Council District 5,CYNTHIA D. BORREGO,6
VCC37,DASKALOS PLAZA,VCC-1398-198-A,5,City Council District 5,ROBERT J. ARAGON,6
VCC37,DASKALOS PLAZA,VCC-1398-198-A,6,Mayor,TIMOTHY M. KELLER,38
VCC37,DASKALOS PLAZA,VCC-1398-198-A,6,Mayor,DAN LEWIS,9
VCC37,DASKALOS PLAZA,VCC-1398-198-A,7,Mayor,TIMOTHY M. KELLER,210
VCC37,DASKALOS PLAZA,VCC-1398-198-A,7,Mayor,DAN LEWIS,175
VCC37,DASKALOS PLAZA,VCC-1398-198-A,8,Mayor,TIMOTHY M. KELLER,16
VCC37,DASKALOS PLAZA,VCC-1398-198-A,8,Mayor,DAN LEWIS,11
VCC37,DASKALOS PLAZA,VCC-1398-198-A,9,Mayor,TIMOTHY M. KELLER,18
VCC37,DASKALOS PLAZA,VCC-1398-198-A,9,Mayor,DAN LEWIS,14
VCC37,DASKALOS PLAZA,VCC-1399-199-B,1,Mayor,TIMOTHY M. KELLER,12
VCC37,DASKALOS PLAZA,VCC-1399-199-B,1,Mayor,DAN LEWIS,7
VCC37,DASKALOS PLAZA,VCC-1399-199-B,2,Mayor,TIMOTHY M. KELLER,39
VCC37,DASKALOS PLAZA,VCC-1399-199-B,2,Mayor,DAN LEWIS,15
VCC37,DASKALOS PLAZA,VCC-1399-199-B,3,Mayor,TIMOTHY M. KELLER,8
VCC37,DASKALOS PLAZA,VCC-1399-199-B,3,Mayor,DAN LEWIS,6
VCC37,DASKALOS PLAZA,VCC-1399-199-B,4,Mayor,TIMOTHY M. KELLER,21
VCC37,DASKALOS PLAZA,VCC-1399-199-B,4,Mayor,DAN LEWIS,20
VCC37,DASKALOS PLAZA,VCC-1399-199-B,5,Mayor,TIMOTHY M. KELLER,9
VCC37,DASKALOS PLAZA,VCC-1399-199-B,5,Mayor,DAN LEWIS,2
VCC37,DASKALOS PLAZA,VCC-1399-199-B,5,City Council District 5,CYNTHIA D. BORREGO,8
VCC37,DASKALOS PLAZA,VCC-1399-199-B,5,City Council District 5,ROBERT J. ARAGON,2
VCC37,DASKALOS PLAZA,VCC-1399-199-B,6,Mayor,TIMOTHY M. KELLER,28
VCC37,DASKALOS PLAZA,VCC-1399-199-B,6,Mayor,DAN LEWIS,15
VCC37,DASKALOS PLAZA,VCC-1399-199-B,7,Mayor,TIMOTHY M. KELLER,206
VCC37,DASKALOS PLAZA,VCC-1399-199-B,7,Mayor,DAN LEWIS,123
VCC37,DASKALOS PLAZA,VCC-1399-199-B,8,Mayor,TIMOTHY M. KELLER,15
VCC37,DASKALOS PLAZA,VCC-1399-199-B,8,Mayor,DAN LEWIS,19
VCC37,DASKALOS PLAZA,VCC-1399-199-B,9,Mayor,TIMOTHY M. KELLER,8
VCC37,DASKALOS PLAZA,VCC-1399-199-B,9,Mayor,DAN LEWIS,17
VCC37,DASKALOS PLAZA,VCC-1400-200-C,1,Mayor,TIMOTHY M. KELLER,12
VCC37,DASKALOS PLAZA,VCC-1400-200-C,1,Mayor,DAN LEWIS,12
VCC37,DASKALOS PLAZA,VCC-1400-200-C,2,Mayor,TIMOTHY M. KELLER,46
VCC37,DASKALOS PLAZA,VCC-1400-200-C,2,Mayor,DAN LEWIS,12
VCC37,DASKALOS PLAZA,VCC-1400-200-C,3,Mayor,TIMOTHY M. KELLER,8
VCC37,DASKALOS PLAZA,VCC-1400-200-C,3,Mayor,DAN LEWIS,3
VCC37,DASKALOS PLAZA,VCC-1400-200-C,4,Mayor,TIMOTHY M. KELLER,17
VCC37,DASKALOS PLAZA,VCC-1400-200-C,4,Mayor,DAN LEWIS,14
VCC37,DASKALOS PLAZA,VCC-1400-200-C,5,Mayor,TIMOTHY M. KELLER,4
VCC37,DASKALOS PLAZA,VCC-1400-200-C,5,Mayor,DAN LEWIS,11
VCC37,DASKALOS PLAZA,VCC-1400-200-C,5,City Council District 5,CYNTHIA D. BORREGO,7
VCC37,DASKALOS PLAZA,VCC-1400-200-C,5,City Council District 5,ROBERT J. ARAGON,7
VCC37,DASKALOS PLAZA,VCC-1400-200-C,6,Mayor,TIMOTHY M. KELLER,27
VCC37,DASKALOS PLAZA,VCC-1400-200-C,6,Mayor,DAN LEWIS,9
VCC37,DASKALOS PLAZA,VCC-1400-200-C,7,Mayor,TIMOTHY M. KELLER,183
VCC37,DASKALOS PLAZA,VCC-1400-200-C,7,Mayor,DAN LEWIS,84
VCC37,DASKALOS PLAZA,VCC-1400-200-C,8,Mayor,TIMOTHY M. KELLER,21
VCC37,DASKALOS PLAZA,VCC-1400-200-C,8,Mayor,DAN LEWIS,13
VCC37,DASKALOS PLAZA,VCC-1400-200-C,9,Mayor,TIMOTHY M. KELLER,12
VCC37,DASKALOS PLAZA,VCC-1400-200-C,9,Mayor,DAN LEWIS,12
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,1,Mayor,TIMOTHY M. KELLER,2
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,1,Mayor,DAN LEWIS,0
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,2,Mayor,TIMOTHY M. KELLER,5
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,2,Mayor,DAN LEWIS,0
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,3,Mayor,TIMOTHY M. KELLER,1
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,3,Mayor,DAN LEWIS,0
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,4,Mayor,TIMOTHY M. KELLER,1
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,4,Mayor,DAN LEWIS,1
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,5,Mayor,TIMOTHY M. KELLER,1
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,5,Mayor,DAN LEWIS,0
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,5,City Council District 5,CYNTHIA D. BORREGO,1
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,5,City Council District 5,ROBERT J. ARAGON,0
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,6,Mayor,TIMOTHY M. KELLER,9
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,6,Mayor,DAN LEWIS,2
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,7,Mayor,TIMOTHY M. KELLER,56
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,7,Mayor,DAN LEWIS,38
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,8,Mayor,TIMOTHY M. KELLER,7
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,8,Mayor,DAN LEWIS,5
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,9,Mayor,TIMOTHY M. KELLER,11
VCC38,GRANT MIDDLE SCHOOL,VCC-1402-202-A,9,Mayor,DAN LEWIS,5
VCC38,GRANT MIDDLE SCHOOL,VCC-1403-203-B,1,Mayor,TIMOTHY M. KELLER,2
VCC38,GRANT MIDDLE SCHOOL,VCC-1403-203-B,1,Mayor,DAN LEWIS,0
VCC38,GRANT MIDDLE SCHOOL,VCC-1403-203-B,3,Mayor,TIMOTHY M. KELLER,1
VCC38,GRANT MIDDLE SCHOOL,VCC-1403-203-B,3,Mayor,DAN LEWIS,1
VCC38,GRANT MIDDLE SCHOOL,VCC-1403-203-B,4,Mayor,TIMOTHY M. KELLER,3
VCC38,GRANT MIDDLE SCHOOL,VCC-1403-203-B,4,Mayor,DAN LEWIS,1
VCC38,GRANT MIDDLE SCHOOL,VCC-1403-203-B,6,Mayor,TIMOTHY M. KELLER,8
VCC38,GRANT MIDDLE SCHOOL,VCC-1403-203-B,6,Mayor,DAN LEWIS,1
VCC38,GRANT MIDDLE SCHOOL,VCC-1403-203-B,7,Mayor,TIMOTHY M. KELLER,54
VCC38,GRANT MIDDLE SCHOOL,VCC-1403-203-B,7,Mayor,DAN LEWIS,51
VCC38,GRANT MIDDLE SCHOOL,VCC-1403-203-B,8,Mayor,TIMOTHY M. KELLER,1
VCC38,GRANT MIDDLE SCHOOL,VCC-1403-203-B,8,Mayor,DAN LEWIS,3
VCC38,GRANT MIDDLE SCHOOL,VCC-1403-203-B,9,Mayor,TIMOTHY M. KELLER,11
VCC38,GRANT MIDDLE SCHOOL,VCC-1403-203-B,9,Mayor,DAN LEWIS,8
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,1,Mayor,TIMOTHY M. KELLER,2
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,1,Mayor,DAN LEWIS,0
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,2,Mayor,TIMOTHY M. KELLER,1
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,2,Mayor,DAN LEWIS,0
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,3,Mayor,TIMOTHY M. KELLER,2
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,3,Mayor,DAN LEWIS,1
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,4,Mayor,TIMOTHY M. KELLER,1
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,4,Mayor,DAN LEWIS,2
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,5,Mayor,TIMOTHY M. KELLER,1
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,5,Mayor,DAN LEWIS,1
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,5,City Council District 5,CYNTHIA D. BORREGO,0
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,5,City Council District 5,ROBERT J. ARAGON,1
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,6,Mayor,TIMOTHY M. KELLER,8
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,6,Mayor,DAN LEWIS,1
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,7,Mayor,TIMOTHY M. KELLER,78
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,7,Mayor,DAN LEWIS,55
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,8,Mayor,TIMOTHY M. KELLER,4
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,8,Mayor,DAN LEWIS,1
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,9,Mayor,TIMOTHY M. KELLER,12
VCC38,GRANT MIDDLE SCHOOL,VCC-1404-204-C,9,Mayor,DAN LEWIS,5
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,1,Mayor,TIMOTHY M. KELLER,8
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,1,Mayor,DAN LEWIS,2
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,2,Mayor,TIMOTHY M. KELLER,13
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,2,Mayor,DAN LEWIS,1
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,3,Mayor,TIMOTHY M. KELLER,5
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,3,Mayor,DAN LEWIS,0
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,4,Mayor,TIMOTHY M. KELLER,8
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,4,Mayor,DAN LEWIS,8
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,5,Mayor,TIMOTHY M. KELLER,3
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,5,Mayor,DAN LEWIS,5
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,5,City Council District 5,CYNTHIA D. BORREGO,3
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,5,City Council District 5,ROBERT J. ARAGON,5
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,6,Mayor,TIMOTHY M. KELLER,20
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,6,Mayor,DAN LEWIS,9
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,7,Mayor,TIMOTHY M. KELLER,105
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,7,Mayor,DAN LEWIS,51
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,8,Mayor,TIMOTHY M. KELLER,9
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,8,Mayor,DAN LEWIS,8
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,9,Mayor,TIMOTHY M. KELLER,14
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1407-207-B,9,Mayor,DAN LEWIS,6
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,1,Mayor,TIMOTHY M. KELLER,3
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,1,Mayor,DAN LEWIS,1
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,2,Mayor,TIMOTHY M. KELLER,8
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,2,Mayor,DAN LEWIS,1
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,3,Mayor,TIMOTHY M. KELLER,4
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,3,Mayor,DAN LEWIS,3
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,4,Mayor,TIMOTHY M. KELLER,8
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,4,Mayor,DAN LEWIS,14
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,5,Mayor,TIMOTHY M. KELLER,2
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,5,Mayor,DAN LEWIS,5
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,5,City Council District 5,CYNTHIA D. BORREGO,3
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,5,City Council District 5,ROBERT J. ARAGON,4
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,6,Mayor,TIMOTHY M. KELLER,14
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,6,Mayor,DAN LEWIS,10
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,7,Mayor,TIMOTHY M. KELLER,78
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,7,Mayor,DAN LEWIS,40
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,8,Mayor,TIMOTHY M. KELLER,12
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,8,Mayor,DAN LEWIS,11
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,9,Mayor,TIMOTHY M. KELLER,12
VCC39,INEZ ELEMENTARY SCHOOL,VCC-1408-208-C,9,Mayor,DAN LEWIS,7
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1410-210-A,1,Mayor,TIMOTHY M. KELLER,3
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1410-210-A,1,Mayor,DAN LEWIS,0
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1410-210-A,2,Mayor,TIMOTHY M. KELLER,8
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1410-210-A,2,Mayor,DAN LEWIS,1
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1410-210-A,3,Mayor,TIMOTHY M. KELLER,2
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1410-210-A,3,Mayor,DAN LEWIS,0
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1410-210-A,4,Mayor,TIMOTHY M. KELLER,4
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1410-210-A,4,Mayor,DAN LEWIS,5
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1410-210-A,6,Mayor,TIMOTHY M. KELLER,23
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1410-210-A,6,Mayor,DAN LEWIS,6
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1410-210-A,7,Mayor,TIMOTHY M. KELLER,100
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1410-210-A,7,Mayor,DAN LEWIS,61
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1410-210-A,8,Mayor,TIMOTHY M. KELLER,1
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1410-210-A,8,Mayor,DAN LEWIS,4
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1410-210-A,9,Mayor,TIMOTHY M. KELLER,7
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1410-210-A,9,Mayor,DAN LEWIS,4
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1411-211-B,1,Mayor,TIMOTHY M. KELLER,6
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1411-211-B,1,Mayor,DAN LEWIS,2
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1411-211-B,2,Mayor,TIMOTHY M. KELLER,10
VCC40,MARK TWAIN ELEMENTARY SCHOOL,VCC-1411-211-B,2,Mayor,DAN LEWIS,0
