VCCNo,PollingPlaceLong,Tabulator,District,Office,CandidateName,Votes
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,9,Mayor,TIMOTHY M. KELLER,1
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1347-147-B,9,Mayor,DAN LEWIS,0
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,1,Mayor,TIMOTHY M. KELLER,8
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,1,Mayor,DAN LEWIS,7
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,2,Mayor,TIMOTHY M. KELLER,3
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,2,Mayor,DAN LEWIS,7
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,3,Mayor,TIMOTHY M. KELLER,3
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,3,Mayor,DAN LEWIS,0
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,4,Mayor,TIMOTHY M. KELLER,2
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,4,Mayor,DAN LEWIS,2
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,5,Mayor,TIMOTHY M. KELLER,146
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,5,Mayor,DAN LEWIS,191
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,5,City Council District 5,CYNTHIA D. BORREGO,169
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,5,City Council District 5,ROBERT J. ARAGON,152
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,6,Mayor,TIMOTHY M. KELLER,2
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,6,Mayor,DAN LEWIS,0
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,7,Mayor,TIMOTHY M. KELLER,3
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,7,Mayor,DAN LEWIS,2
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,8,Mayor,TIMOTHY M. KELLER,3
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,8,Mayor,DAN LEWIS,2
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,9,Mayor,TIMOTHY M. KELLER,1
VCC24,7 BAR ELEMENTARY SCHOOL,VCC-1348-148-C,9,Mayor,DAN LEWIS,3
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,1,Mayor,TIMOTHY M. KELLER,51
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,1,Mayor,DAN LEWIS,62
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,2,Mayor,TIMOTHY M. KELLER,4
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,2,Mayor,DAN LEWIS,0
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,3,Mayor,TIMOTHY M. KELLER,2
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,3,Mayor,DAN LEWIS,1
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,4,Mayor,TIMOTHY M. KELLER,2
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,4,Mayor,DAN LEWIS,0
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,5,Mayor,TIMOTHY M. KELLER,50
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,5,Mayor,DAN LEWIS,41
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,5,City Council District 5,CYNTHIA D. BORREGO,47
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,5,City Council District 5,ROBERT J. ARAGON,44
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,6,Mayor,TIMOTHY M. KELLER,3
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,6,Mayor,DAN LEWIS,0
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,7,Mayor,TIMOTHY M. KELLER,1
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,7,Mayor,DAN LEWIS,4
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,8,Mayor,TIMOTHY M. KELLER,1
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,8,Mayor,DAN LEWIS,1
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,9,Mayor,TIMOTHY M. KELLER,2
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1350-150-A,9,Mayor,DAN LEWIS,0
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,1,Mayor,TIMOTHY M. KELLER,62
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,1,Mayor,DAN LEWIS,50
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,2,Mayor,TIMOTHY M. KELLER,6
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,2,Mayor,DAN LEWIS,3
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,3,Mayor,TIMOTHY M. KELLER,1
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,3,Mayor,DAN LEWIS,2
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,4,Mayor,TIMOTHY M. KELLER,0
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,4,Mayor,DAN LEWIS,3
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,5,Mayor,TIMOTHY M. KELLER,48
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,5,Mayor,DAN LEWIS,41
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,5,City Council District 5,CYNTHIA D. BORREGO,41
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,5,City Council District 5,ROBERT J. ARAGON,46
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,6,Mayor,TIMOTHY M. KELLER,2
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,6,Mayor,DAN LEWIS,0
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,7,Mayor,TIMOTHY M. KELLER,2
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,7,Mayor,DAN LEWIS,1
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,8,Mayor,TIMOTHY M. KELLER,0
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,8,Mayor,DAN LEWIS,1
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,9,Mayor,TIMOTHY M. KELLER,0
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1351-151-B,9,Mayor,DAN LEWIS,2
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,1,Mayor,TIMOTHY M. KELLER,74
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,1,Mayor,DAN LEWIS,61
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,2,Mayor,TIMOTHY M. KELLER,7
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,2,Mayor,DAN LEWIS,3
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,3,Mayor,TIMOTHY M. KELLER,1
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,3,Mayor,DAN LEWIS,2
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,4,Mayor,TIMOTHY M. KELLER,4
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,4,Mayor,DAN LEWIS,2
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,5,Mayor,TIMOTHY M. KELLER,33
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,5,Mayor,DAN LEWIS,43
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,5,City Council District 5,CYNTHIA D. BORREGO,36
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,5,City Council District 5,ROBERT J. ARAGON,37
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,6,Mayor,TIMOTHY M. KELLER,3
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,6,Mayor,DAN LEWIS,1
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,7,Mayor,TIMOTHY M. KELLER,2
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,7,Mayor,DAN LEWIS,2
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,8,Mayor,TIMOTHY M. KELLER,1
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,8,Mayor,DAN LEWIS,1
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,9,Mayor,TIMOTHY M. KELLER,2
VCC25,DON NEWTON/TAYLOR RANCH COMMUNITY CENTER,VCC-1352-152-C,9,Mayor,DAN LEWIS,0
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,1,Mayor,TIMOTHY M. KELLER,33
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,1,Mayor,DAN LEWIS,32
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,2,Mayor,TIMOTHY M. KELLER,2
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,2,Mayor,DAN LEWIS,2
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,3,Mayor,TIMOTHY M. KELLER,1
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,3,Mayor,DAN LEWIS,3
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,4,Mayor,TIMOTHY M. KELLER,2
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,4,Mayor,DAN LEWIS,3
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,5,Mayor,TIMOTHY M. KELLER,67
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,5,Mayor,DAN LEWIS,49
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,5,City Council District 5,CYNTHIA D. BORREGO,63
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,5,City Council District 5,ROBERT J. ARAGON,49
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,6,Mayor,TIMOTHY M. KELLER,0
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,6,Mayor,DAN LEWIS,1
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,7,Mayor,TIMOTHY M. KELLER,1
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,7,Mayor,DAN LEWIS,0
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,8,Mayor,TIMOTHY M. KELLER,2
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,8,Mayor,DAN LEWIS,0
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,9,Mayor,TIMOTHY M. KELLER,1
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1354-154-A,9,Mayor,DAN LEWIS,0
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,1,Mayor,TIMOTHY M. KELLER,34
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,1,Mayor,DAN LEWIS,35
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,2,Mayor,TIMOTHY M. KELLER,2
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,2,Mayor,DAN LEWIS,2
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,3,Mayor,TIMOTHY M. KELLER,1
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,3,Mayor,DAN LEWIS,1
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,4,Mayor,TIMOTHY M. KELLER,2
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,4,Mayor,DAN LEWIS,0
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,5,Mayor,TIMOTHY M. KELLER,61
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,5,Mayor,DAN LEWIS,68
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,5,City Council District 5,CYNTHIA D. BORREGO,65
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,5,City Council District 5,ROBERT J. ARAGON,55
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,6,Mayor,TIMOTHY M. KELLER,3
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,6,Mayor,DAN LEWIS,0
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,7,Mayor,TIMOTHY M. KELLER,1
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,7,Mayor,DAN LEWIS,0
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,8,Mayor,TIMOTHY M. KELLER,0
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,8,Mayor,DAN LEWIS,2
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,9,Mayor,TIMOTHY M. KELLER,3
VCC26,LYNDON B. JOHNSON MIDDLE SCHOOL,VCC-1356-156-C,9,Mayor,DAN LEWIS,0
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,1,Mayor,TIMOTHY M. KELLER,6
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,1,Mayor,DAN LEWIS,5
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,2,Mayor,TIMOTHY M. KELLER,1
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,2,Mayor,DAN LEWIS,0
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,3,Mayor,TIMOTHY M. KELLER,1
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,3,Mayor,DAN LEWIS,1
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,4,Mayor,TIMOTHY M. KELLER,2
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,4,Mayor,DAN LEWIS,1
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,5,Mayor,TIMOTHY M. KELLER,53
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,5,Mayor,DAN LEWIS,73
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,5,City Council District 5,CYNTHIA D. BORREGO,45
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,5,City Council District 5,ROBERT J. ARAGON,69
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,6,Mayor,TIMOTHY M. KELLER,1
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,6,Mayor,DAN LEWIS,0
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,7,Mayor,TIMOTHY M. KELLER,1
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,7,Mayor,DAN LEWIS,2
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,8,Mayor,TIMOTHY M. KELLER,1
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,8,Mayor,DAN LEWIS,0
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,9,Mayor,TIMOTHY M. KELLER,1
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1358-158-A,9,Mayor,DAN LEWIS,0
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,1,Mayor,TIMOTHY M. KELLER,4
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,1,Mayor,DAN LEWIS,4
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,2,Mayor,TIMOTHY M. KELLER,4
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,2,Mayor,DAN LEWIS,1
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,3,Mayor,TIMOTHY M. KELLER,1
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,3,Mayor,DAN LEWIS,0
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,4,Mayor,TIMOTHY M. KELLER,3
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,4,Mayor,DAN LEWIS,0
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,5,Mayor,TIMOTHY M. KELLER,51
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,5,Mayor,DAN LEWIS,71
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,5,City Council District 5,CYNTHIA D. BORREGO,49
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,5,City Council District 5,ROBERT J. ARAGON,71
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,6,Mayor,TIMOTHY M. KELLER,1
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,6,Mayor,DAN LEWIS,0
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,7,Mayor,TIMOTHY M. KELLER,1
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,7,Mayor,DAN LEWIS,0
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,8,Mayor,TIMOTHY M. KELLER,1
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,8,Mayor,DAN LEWIS,3
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,9,Mayor,TIMOTHY M. KELLER,0
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1359-159-B,9,Mayor,DAN LEWIS,4
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1360-160-C,1,Mayor,TIMOTHY M. KELLER,4
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1360-160-C,1,Mayor,DAN LEWIS,4
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1360-160-C,2,Mayor,TIMOTHY M. KELLER,4
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1360-160-C,2,Mayor,DAN LEWIS,0
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1360-160-C,4,Mayor,TIMOTHY M. KELLER,3
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1360-160-C,4,Mayor,DAN LEWIS,2
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1360-160-C,5,Mayor,TIMOTHY M. KELLER,66
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1360-160-C,5,Mayor,DAN LEWIS,64
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1360-160-C,5,City Council District 5,CYNTHIA D. BORREGO,72
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1360-160-C,5,City Council District 5,ROBERT J. ARAGON,49
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1360-160-C,7,Mayor,TIMOTHY M. KELLER,0
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1360-160-C,7,Mayor,DAN LEWIS,1
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1360-160-C,8,Mayor,TIMOTHY M. KELLER,0
VCC27,PARADISE HILLS UNITED METHODIST CHURCH,VCC-1360-160-C,8,Mayor,DAN LEWIS,1
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,1,Mayor,TIMOTHY M. KELLER,4
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,1,Mayor,DAN LEWIS,2
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,2,Mayor,TIMOTHY M. KELLER,2
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,2,Mayor,DAN LEWIS,2
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,3,Mayor,TIMOTHY M. KELLER,2
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,3,Mayor,DAN LEWIS,1
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,4,Mayor,TIMOTHY M. KELLER,3
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,4,Mayor,DAN LEWIS,4
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,5,Mayor,TIMOTHY M. KELLER,154
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,5,Mayor,DAN LEWIS,178
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,5,City Council District 5,CYNTHIA D. BORREGO,164
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,5,City Council District 5,ROBERT J. ARAGON,158
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,6,Mayor,TIMOTHY M. KELLER,0
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,6,Mayor,DAN LEWIS,1
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,7,Mayor,TIMOTHY M. KELLER,1
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,7,Mayor,DAN LEWIS,0
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,8,Mayor,TIMOTHY M. KELLER,3
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,8,Mayor,DAN LEWIS,3
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,9,Mayor,TIMOTHY M. KELLER,2
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1363-163-B,9,Mayor,DAN LEWIS,1
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1364-164-C,1,Mayor,TIMOTHY M. KELLER,5
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1364-164-C,1,Mayor,DAN LEWIS,3
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1364-164-C,2,Mayor,TIMOTHY M. KELLER,1
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1364-164-C,2,Mayor,DAN LEWIS,2
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1364-164-C,3,Mayor,TIMOTHY M. KELLER,1
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1364-164-C,3,Mayor,DAN LEWIS,0
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1364-164-C,4,Mayor,TIMOTHY M. KELLER,1
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1364-164-C,4,Mayor,DAN LEWIS,0
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1364-164-C,5,Mayor,TIMOTHY M. KELLER,117
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1364-164-C,5,Mayor,DAN LEWIS,162
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1364-164-C,5,City Council District 5,CYNTHIA D. BORREGO,130
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1364-164-C,5,City Council District 5,ROBERT J. ARAGON,141
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1364-164-C,6,Mayor,TIMOTHY M. KELLER,3
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1364-164-C,6,Mayor,DAN LEWIS,0
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1364-164-C,7,Mayor,TIMOTHY M. KELLER,0
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1364-164-C,7,Mayor,DAN LEWIS,3
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1364-164-C,8,Mayor,TIMOTHY M. KELLER,0
VCC28,VENTANA RANCH ELEMENTARY SCHOOL,VCC-1364-164-C,8,Mayor,DAN LEWIS,1
VCC29,VOLCANO VISTA HIGH SCHOOL,VCC-1366-166-A,1,Mayor,TIMOTHY M. KELLER,7
VCC29,VOLCANO VISTA HIGH SCHOOL,VCC-1366-166-A,1,Mayor,DAN LEWIS,4
VCC29,VOLCANO VISTA HIGH SCHOOL,VCC-1366-166-A,2,Mayor,TIMOTHY M. KELLER,5
VCC29,VOLCANO VISTA HIGH SCHOOL,VCC-1366-166-A,2,Mayor,DAN LEWIS,0
VCC29,VOLCANO VISTA HIGH SCHOOL,VCC-1366-166-A,3,Mayor,TIMOTHY M. KELLER,4
VCC29,VOLCANO VISTA HIGH SCHOOL,VCC-1366-166-A,3,Mayor,DAN LEWIS,1
VCC29,VOLCANO VISTA HIGH SCHOOL,VCC-1366-166-A,4,Mayor,TIMOTHY M. KELLER,1
VCC29,VOLCANO VISTA HIGH SCHOOL,VCC-1366-166-A,4,Mayor,DAN LEWIS,0
VCC29,VOLCANO VISTA HIGH SCHOOL,VCC-1366-166-A,5,Mayor,TIMOTHY M. KELLER,56
